power_W,duration_s,wall_thickness_mm,bottom_buffer_mm,cooling_h_W_per_m2K,insertion_depth_mm,nx,ny,dt_s,source_smoothing_mm,lesion_depth_mm,depth_fraction,transmural,overheat_area_mm2,peak_temperature_C,name,sample_id,cooling_h_nominal_W_per_m2K,insertion_nominal_mm,cooling_h_sampled_W_per_m2K,insertion_sampled_mm,overheat
50.0,10.0,2.0,4.0,696.9007969019679,0.4290116700682478,281,106,0.05,0.2,1.8226254240152435,0.9113127120076218,False,0.0,76.06111329740023,hpsd_50W_10s,4,800.0,0.5,696.9007969019679,0.4290116700682478,False
50.0,10.0,2.0,4.0,839.278323456704,0.5170611617257025,281,106,0.05,0.2,1.833105095071365,0.9165525475356825,False,0.0,75.20793075502381,hpsd_50W_10s,5,800.0,0.5,839.278323456704,0.5170611617257025,False
50.0,10.0,2.0,4.0,805.9413515745268,0.4426429191042182,281,106,0.05,0.2,1.8056886140823976,0.9028443070411988,False,0.0,74.5674279412063,hpsd_50W_10s,6,800.0,0.5,805.9413515745268,0.4426429191042182,False
50.0,10.0,2.0,4.0,903.8897694475218,0.7139145733249965,281,106,0.05,0.2,1.9114021596369062,0.9557010798184531,False,0.0,77.2784411822488,hpsd_50W_10s,7,800.0,0.5,903.8897694475218,0.7139145733249965,False
90.0,4.0,2.0,4.0,642.3907960876506,0.25,281,106,0.05,0.2,1.236064794897793,0.6180323974488965,False,0.0,84.19852517837661,vhpsd_90W_4s,0,800.0,0.5,642.3907960876506,0.25,False
90.0,4.0,2.0,4.0,763.2353585116302,0.6213413062820673,281,106,0.05,0.2,1.3592314146993556,0.6796157073496778,False,0.0,89.59665232154916,vhpsd_90W_4s,1,800.0,0.5,763.2353585116302,0.6213413062820673,False
90.0,4.0,2.0,4.0,1090.1231116202234,0.3495010034024631,281,106,0.05,0.2,1.2271986582518657,0.6135993291259328,False,0.0,79.82405166795968,vhpsd_90W_4s,2,800.0,0.5,1090.1231116202234,0.3495010034024631,False
90.0,4.0,2.0,4.0,732.5908086934072,0.7557438991434821,281,106,0.05,0.2,1.4082537144322778,0.7041268572161389,False,0.0,92.8278025943311,vhpsd_90W_4s,3,800.0,0.5,732.5908086934072,0.7557438991434821,False
90.0,4.0,2.0,4.0,696.9007969019679,0.4290116700682478,281,106,0.05,0.2,1.297051706917183,0.6485258534585915,False,0.0,86.8428439183001,vhpsd_90W_4s,4,800.0,0.5,696.9007969019679,0.4290116700682478,False
90.0,4.0,2.0,4.0,839.278323456704,0.5170611617257025,281,106,0.05,0.2,1.3135514937964232,0.6567757468982116,False,0.0,86.28494210258204,vhpsd_90W_4s,5,800.0,0.5,839.278323456704,0.5170611617257025,False
90.0,4.0,2.0,4.0,805.9413515745268,0.4426429191042182,281,106,0.05,0.2,1.290892021754561,0.6454460108772805,False,0.0,85.30912956174693,vhpsd_90W_4s,6,800.0,0.5,805.9413515745268,0.4426429191042182,False
90.0,4.0,2.0,4.0,903.8897694475218,0.7139145733249965,281,106,0.05,0.2,1.379337809873063,0.6896689049365315,False,0.0,89.21554049905156,vhpsd_90W_4s,7,800.0,0.5,903.8897694475218,0.7139145733249965,False
30.0,30.0,2.0,4.0,746.9946776625675,1.0866460094499935,281,106,0.05,0.2,2.0,1.0,True,0.0,76.75011566040148,standard_30W_30s,0,800.0,1.0,746.9946776625675,1.0866460094499935,False
30.0,30.0,2.0,4.0,772.3800860315241,0.8918594866583981,281,106,0.05,0.2,2.0,1.0,True,0.0,74.0478476160036,standard_30W_30s,1,800.0,1.0,772.3800860315241,0.8918594866583981,False
30.0,30.0,2.0,4.0,886.9820741906015,0.7723408295904772,281,106,0.05,0.2,2.0,1.0,True,0.0,71.2750723447407,standard_30W_30s,2,800.0,1.0,886.9820741906015,0.7723408295904772,False
30.0,30.0,2.0,4.0,807.325046991096,1.3070818610689467,281,106,0.05,0.2,2.0,1.0,True,0.0,78.534108488525,standard_30W_30s,3,800.0,1.0,807.325046991096,1.3070818610689467,False
30.0,30.0,2.0,4.0,630.9359535587685,0.6856682758115229,281,106,0.05,0.2,2.0,1.0,True,0.0,73.97874675737945,standard_30W_30s,4,800.0,1.0,630.9359535587685,0.6856682758115229,False
30.0,30.0,2.0,4.0,878.321272700132,1.207828145469162,281,106,0.05,0.2,2.0,1.0,True,0.0,76.28711061320728,standard_30W_30s,5,800.0,1.0,878.321272700132,1.207828145469162,False
30.0,30.0,2.0,4.0,675.4787018937484,1.049818709529408,281,106,0.05,0.2,2.0,1.0,True,0.0,77.55322379794512,standard_30W_30s,6,800.0,1.0,675.4787018937484,1.049818709529408,False
30.0,30.0,2.0,4.0,979.9912531958678,0.9935386840476315,281,106,0.05,0.2,2.0,1.0,True,0.0,72.65552616603976,standard_30W_30s,7,800.0,1.0,979.9912531958678,0.9935386840476315,False
50.0,10.0,2.0,4.0,746.9946776625675,1.0866460094499935,281,106,0.05,0.2,2.0,1.0,True,0.0,85.75363287810436,hpsd_50W_10s,0,800.0,1.0,746.9946776625675,1.0866460094499935,False
50.0,10.0,2.0,4.0,772.3800860315241,0.8918594866583981,281,106,0.05,0.2,2.0,1.0,True,0.0,82.10992298224376,hpsd_50W_10s,1,800.0,1.0,772.3800860315241,0.8918594866583981,False
50.0,10.0,2.0,4.0,886.9820741906015,0.7723408295904772,281,106,0.05,0.2,1.9388502089969815,0.9694251044984907,False,0.0,78.40375887874099,hpsd_50W_10s,2,800.0,1.0,886.9820741906015,0.7723408295904772,False
50.0,10.0,2.0,4.0,807.325046991096,1.3070818610689467,281,106,0.05,0.2,2.0,1.0,True,0.0,88.25723612298843,hpsd_50W_10s,3,800.0,1.0,807.325046991096,1.3070818610689467,False
50.0,10.0,2.0,4.0,630.9359535587685,0.6856682758115229,281,106,0.05,0.2,1.949399769169555,0.9746998845847775,False,0.0,81.47083425741283,hpsd_50W_10s,4,800.0,1.0,630.9359535587685,0.6856682758115229,False
50.0,10.0,2.0,4.0,878.321272700132,1.207828145469162,281,106,0.05,0.2,2.0,1.0,True,0.0,85.45951657014923,hpsd_50W_10s,5,800.0,1.0,878.321272700132,1.207828145469162,False
50.0,10.0,2.0,4.0,675.4787018937484,1.049818709529408,281,106,0.05,0.2,2.0,1.0,True,0.0,86.5801417543398,hpsd_50W_10s,6,800.0,1.0,675.4787018937484,1.049818709529408,False
50.0,10.0,2.0,4.0,979.9912531958678,0.9935386840476315,281,106,0.05,0.2,2.0,1.0,True,0.0,80.60718654301006,hpsd_50W_10s,7,800.0,1.0,979.9912531958678,0.9935386840476315,False
90.0,4.0,2.0,4.0,746.9946776625675,1.0866460094499935,281,106,0.05,0.2,1.5134673790324478,0.7567336895162239,False,0.0,98.97802050746961,vhpsd_90W_4s,0,800.0,1.0,746.9946776625675,1.0866460094499935,False
90.0,4.0,2.0,4.0,772.3800860315241,0.8918594866583981,281,106,0.05,0.2,1.4497179513522316,0.7248589756761158,False,0.0,94.8179865290338,vhpsd_90W_4s,1,800.0,1.0,772.3800860315241,0.8918594866583981,False
90.0,4.0,2.0,4.0,886.9820741906015,0.7723408295904772,281,106,0.05,0.2,1.4023219554803825,0.7011609777401913,False,0.0,90.59265153705562,vhpsd_90W_4s,2,800.0,1.0,886.9820741906015,0.7723408295904772,False
90.0,4.0,2.0,4.0,807.325046991096,1.3070818610689467,281,106,0.05,0.2,1.577240285748058,0.788620142874029,False,0.1469387755102049,102.02354180025516,vhpsd_90W_4s,3,800.0,1.0,807.325046991096,1.3070818610689467,True
90.0,4.0,2.0,4.0,630.9359535587685,0.6856682758115229,281,106,0.05,0.2,1.3931256381902866,0.6965628190951433,False,0.0,93.42713138984602,vhpsd_90W_4s,4,800.0,1.0,630.9359535587685,0.6856682758115229,False
