name,wall_thickness_mm,cooling_h_nominal_W_per_m2K,insertion_nominal_mm,transmural_probability,overheat_probability,depth_fraction_mean,depth_fraction_p10,depth_fraction_p50,depth_fraction_p90,lesion_depth_mean_mm,tmax_mean_C,tmax_p90_C,n_samples
vhpsd_90W_4s,3.0,2500.0,1.0,0.0,0.0,0.44761998907840134,0.4177585977434529,0.4457373337856525,0.4844853306450629,1.342859967235204,81.62547182838058,87.91548828619655,8
vhpsd_90W_4s,3.0,2500.0,1.5,0.0,0.0,0.5071818105730656,0.47869061446238886,0.5046007362924979,0.5419456117541042,1.5215454317191968,89.69157441965399,96.4434529404891,8
vhpsd_90W_4s,3.0,2500.0,2.0,0.0,0.25,0.5617190292248554,0.5378173480946197,0.5604979009411504,0.5890994493897184,1.685157087674566,98.10835691508139,101.90910108955231,8
vhpsd_90W_4s,4.0,800.0,0.5,0.0,0.0,0.28671089236393354,0.26952754975012216,0.28803778068585006,0.30371981201627846,1.1468435694557342,81.69410903538711,84.42698735239682,8
vhpsd_90W_4s,4.0,800.0,1.0,0.0,0.0,0.3368309661536758,0.3189755563044658,0.340958479300403,0.35431516536131114,1.3473238646147032,90.94298461917299,94.97504463710611,8
vhpsd_90W_4s,4.0,800.0,1.5,0.0,0.375,0.377988818490869,0.3615313711565183,0.3789199298521462,0.3945241815183013,1.511955273963476,99.25487671074706,104.07318630444273,8
vhpsd_90W_4s,4.0,800.0,2.0,0.0,1.0,0.4173653968782214,0.3998983434173393,0.41471907005419884,0.4351216199922178,1.6694615875128855,107.66393862890439,112.08532337197639,8
vhpsd_90W_4s,4.0,1500.0,0.5,0.0,0.0,0.2671578083303071,0.2447641903625373,0.26779234153020653,0.29103620553024606,1.0686312333212284,74.9285550241598,77.69258204498452,8
vhpsd_90W_4s,4.0,1500.0,1.0,0.0,0.0,0.3238260982503315,0.29830550891912705,0.32384887555845004,0.3470699677388498,1.295304393001326,83.65118771004684,88.1708108407224,8
vhpsd_90W_4s,4.0,1500.0,1.5,0.0,0.0,0.3705166482735037,0.35226447711775993,0.3679779443215126,0.3905592288747275,1.482066593094015,91.93188285089263,96.87384898141589,8
vhpsd_90W_4s,4.0,1500.0,2.0,0.0,0.5,0.41216786572201003,0.3902266031795567,0.4111042639870703,0.4341261313523067,1.6486714628880401,100.61853874536726,107.10237932732683,8
vhpsd_90W_4s,4.0,2500.0,0.5,0.0,0.0,0.24585084765150755,0.21179815264413931,0.23998086244407002,0.2815487839905991,0.9834033906060302,71.21415401042991,74.40891885306543,8
vhpsd_90W_4s,4.0,2500.0,1.0,0.0,0.0,0.3103492484298996,0.27664445349095285,0.3135614069986612,0.3364828056718335,1.2413969937195983,78.5443313293143,83.41303938853336,8
vhpsd_90W_4s,4.0,2500.0,1.5,0.0,0.0,0.3660072289113225,0.35063420762029207,0.3624973987781633,0.3851249207735902,1.46402891564529,87.51739992043142,90.6707041044302,8
vhpsd_90W_4s,4.0,2500.0,2.0,0.0,0.125,0.4075545241539398,0.3904159373642837,0.4071053676250106,0.4230449501093998,1.6302180966157591,95.63870690220757,98.3787082423969,8
vhpsd_90W_4s,6.0,800.0,0.5,0.0,0.0,0.16526508569724951,0.14740265343938813,0.1664405569574176,0.18278691504368685,0.9915905141834971,77.4257498266999,81.13086362373699,8
vhpsd_90W_4s,6.0,800.0,1.0,0.0,0.0,0.205760301864004,0.18691384398188077,0.20671915908381377,0.22122793657362738,1.2345618111840242,86.7077593654304,91.6013648752404,8
vhpsd_90W_4s,6.0,800.0,1.5,0.0,0.125,0.23583254085506325,0.2226299347870895,0.23773771103614244,0.24814270128218202,1.4149952451303796,94.84713274729891,98.20306221275794,8
vhpsd_90W_4s,6.0,800.0,2.0,0.0,0.625,0.2627308006104552,0.2510721775009577,0.26233742335969196,0.2755900900193556,1.5763848036627313,102.41321546591175,107.27572065505956,8
vhpsd_90W_4s,6.0,1500.0,0.5,0.0,0.0,0.13084729869972966,0.08463586554134381,0.14453819993709258,0.1711311847279883,0.7850837921983781,71.83699321534056,75.72716143015906,8
vhpsd_90W_4s,6.0,1500.0,1.0,0.0,0.0,0.1960306614359065,0.17649885640905313,0.19576125717718942,0.21875514836711416,1.176183968615439,80.36011681451726,87.4486551963942,8
vhpsd_90W_4s,6.0,1500.0,1.5,0.0,0.0,0.22885279357758553,0.21442087320607028,0.2299009053382048,0.2426250880224723,1.373116761465513,87.7398448930343,90.67668381688145,8
vhpsd_90W_4s,6.0,1500.0,2.0,0.0,0.0,0.258761998477583,0.24898966834802364,0.258877604010357,0.2684456182981224,1.552571990865498,95.63005033668684,97.81332052938251,8
vhpsd_90W_4s,6.0,2500.0,0.5,0.0,0.0,0.06823216266065145,0.0,0.06005838188914248,0.1448209809804115,0.40939297596390867,67.89464633578429,70.30910231505534,8
