power_W,duration_s,wall_thickness_mm,bottom_buffer_mm,cooling_h_W_per_m2K,insertion_depth_mm,nx,ny,dt_s,source_smoothing_mm,lesion_depth_mm,depth_fraction,transmural,overheat_area_mm2,peak_temperature_C,name,transmural_int
30.0,30.0,6.0,4.0,2500.0,0.5,281,176,0.05,0.2,1.801064253646112,0.3001773756076853,False,0.0,57.32151192013567,standard_30W_30s,0
50.0,10.0,6.0,4.0,2500.0,0.5,281,176,0.05,0.2,0.9386950835249668,0.1564491805874944,False,0.0,60.88631910024233,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,2500.0,0.5,281,176,0.05,0.2,0.0,0.0,False,0.0,67.7348951880091,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,2500.0,1.0,281,176,0.05,0.2,2.3124355413338145,0.3854059235556357,False,0.0,60.76448777137093,standard_30W_30s,0
50.0,10.0,6.0,4.0,2500.0,1.0,281,176,0.05,0.2,1.4878405863521382,0.2479734310586897,False,0.0,65.69168734267647,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,2500.0,1.0,281,176,0.05,0.2,1.1127309631068372,0.1854551605178062,False,0.0,75.25024910190267,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,2500.0,1.5,281,176,0.05,0.2,2.697742616646518,0.4496237694410863,False,0.0,64.78353366879054,standard_30W_30s,0
50.0,10.0,6.0,4.0,2500.0,1.5,281,176,0.05,0.2,1.788831305649343,0.2981385509415571,False,0.0,71.60334133855217,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,2500.0,1.5,281,176,0.05,0.2,1.3471935804389907,0.2245322634064984,False,0.0,83.20932896953957,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,2500.0,2.0,281,176,0.05,0.2,3.0259872094986484,0.5043312015831081,False,0.0,69.45829331023243,standard_30W_30s,0
50.0,10.0,6.0,4.0,2500.0,2.0,281,176,0.05,0.2,2.031648998637138,0.338608166439523,False,0.0,78.22005778203581,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,2500.0,2.0,281,176,0.05,0.2,1.5346280192220976,0.2557713365370163,False,0.0,91.15171870453273,vhpsd_90W_4s,0
