name,wall_thickness_mm,cooling_h_nominal_W_per_m2K,insertion_nominal_mm,transmural_probability,transmural_probability_ci_low,transmural_probability_ci_high,overheat_probability,overheat_probability_ci_low,overheat_probability_ci_high,depth_fraction_mean,depth_fraction_p10,depth_fraction_p50,depth_fraction_p90,lesion_depth_mean_mm,lesion_width_mean_mm,lesion_area_mean_mm2,depth_to_width_ratio_mean,tmax_mean_C,tmax_p90_C,n_samples
hpsd_50W_10s,4.0,2500.0,1.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.4188912533297702,0.38019608453569265,0.42118652285514546,0.45594247419706335,1.6755650133190807,2.8885202645294052,3.6036160714285916,0.5799053169785323,68.55313658092336,72.03077582340426,64.0
hpsd_50W_10s,4.0,2500.0,1.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.4838502879049072,0.4534128973361231,0.48350072549591006,0.5174229689317763,1.9354011516196288,3.262474547039071,5.002920918367375,0.5931666464722436,74.74854889525986,78.81390400316198,64.0
hpsd_50W_10s,4.0,2500.0,2.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.5393730364595817,0.513118179288015,0.5395718889651964,0.5644541744804178,2.1574921458383267,3.5682513075014217,6.300459183673505,0.6045649145080937,81.65356523043857,85.81970302572036,64.0
hpsd_50W_10s,5.0,800.0,0.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.3045254899741914,0.27545265075117686,0.30290622102515485,0.33418658872102447,1.5226274498709567,3.02992203996065,3.860041817359877,0.5022308033521672,70.24755957722945,74.66148715998237,64.0
hpsd_50W_10s,5.0,800.0,1.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.3569251990977694,0.33029524908567487,0.35757378278512486,0.3835545846259068,1.784625995488847,3.4035558203726146,5.187460443038003,0.5242013966322645,77.33135821254156,81.10333368422069,64.0
hpsd_50W_10s,5.0,800.0,1.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.40139224243868443,0.3793609719707761,0.4020200139866752,0.4240364466137027,2.006961212193422,3.7045358155275787,6.337508476491898,0.5417220136655063,84.91983392899797,89.70096894171662,64.0
hpsd_50W_10s,5.0,800.0,2.0,0.0,0.0,0.056626022971156334,0.03125,0.00861195771251659,0.10697493882294247,0.44041238268924876,0.4221408721667789,0.4409993087796629,0.45838496432231207,2.2020619134462436,3.9566081464194505,7.410600559448504,0.5565396002298564,92.67664528732745,97.44857371723229,64.0
hpsd_50W_10s,5.0,1500.0,0.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.2700284398145365,0.22220916818201977,0.2674375264275357,0.3099311030003048,1.3501421990726825,2.564170091140406,2.4529780741410625,0.5260846366737535,64.99238119442953,67.96079447023396,64.0
hpsd_50W_10s,5.0,1500.0,1.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.33477873681458514,0.30484194822102173,0.33889578981789104,0.3631261433080442,1.6738936840729255,3.0409797842064337,4.070769524186279,0.5501814551617572,70.82367188850569,74.94321201332461,64.0
hpsd_50W_10s,5.0,1500.0,1.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.3855334715625152,0.35963117679173995,0.3842853497739678,0.4096095561216932,1.927667357812576,3.393038151080304,5.449511188969288,0.5680587008646323,77.68482657772958,82.56703712920455,64.0
hpsd_50W_10s,5.0,1500.0,2.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.42870357953036287,0.4099992755646204,0.42697156274099624,0.4515290903673135,2.1435178976518143,3.680747427694189,6.654715754972912,0.5823114153166975,84.96495335010782,89.78544555020193,64.0
hpsd_50W_10s,5.0,2500.0,0.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.19097132304386108,0.0,0.24079189374630638,0.2800073769450031,0.9548566152193055,1.7774370937945951,1.252236381103081,0.5288251003995416,62.243567300382296,64.30206480761524,64.0
hpsd_50W_10s,5.0,2500.0,1.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.3154591540855184,0.28072904980561203,0.31796453816132286,0.34489514880758493,1.5772957704275918,2.7732529692197785,3.1676099118445027,0.568327800594501,67.12134841390854,69.77405830217283,64.0
hpsd_50W_10s,5.0,2500.0,1.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.37201540803241506,0.344448455614055,0.3728122327968292,0.39693854205745077,1.8600770401620752,3.1701421415535913,4.623364743444872,0.5865821234543375,73.20379556107706,76.85894073849128,64.0
hpsd_50W_10s,5.0,2500.0,2.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.4182355502899224,0.3951208291074634,0.4190370620448948,0.4394968617727043,2.091177751449612,3.48290079032995,5.935392179023541,0.6003278279996502,79.9437264010963,84.05398017978955,64.0
hpsd_50W_10s,6.0,800.0,0.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.2381921265361958,0.21040747847671626,0.2388133770730085,0.2658550062197894,1.4291527592171747,2.9169458015917265,3.447034438775529,0.4893707535344914,68.78976156697706,72.60930065146086,64.0
hpsd_50W_10s,6.0,800.0,1.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.2847377190433703,0.25894043039790143,0.2878360793191707,0.30747936321984265,1.7084263142602216,3.303991817970937,4.82068239795921,0.5168405082394798,75.6221395963886,80.38624628150075,64.0
hpsd_50W_10s,6.0,800.0,1.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.32403056228199223,0.30450042291565094,0.3238855835519882,0.3428304730105247,1.9441833736919534,3.6203470740171695,6.009968112244931,0.5369268404652399,83.03759170123297,87.11464913700928,64.0
hpsd_50W_10s,6.0,800.0,2.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.3576470235766921,0.3424483109062837,0.3576692001617765,0.37288528038848123,2.1458821414601523,3.878986829704488,7.090082908163304,0.5531613926226784,90.63910412378598,95.4506299660989,64.0
hpsd_50W_10s,6.0,1500.0,0.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.1893453220871772,0.14970457501015372,0.20903247008901019,0.24062990213413193,1.136071932523063,2.2932025977477872,1.9036607142857247,0.4888900525696041,63.72288283735977,66.39384399431984,64.0
hpsd_50W_10s,6.0,1500.0,1.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.26500301018990857,0.24232949855038224,0.26518399629614925,0.2902858128429632,1.5900180611394514,2.9414658698888783,3.6827678571428777,0.5400638278174159,69.39101623154966,72.81812819502227,64.0
hpsd_50W_10s,6.0,1500.0,1.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.309937010952375,0.2889799253898511,0.3106122103908712,0.3304563160558082,1.85962206571425,3.305610988922587,5.1055484693877835,0.5624017109598131,76.05120212335041,79.88614797221915,64.0
hpsd_50W_10s,6.0,1500.0,2.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.3474604010717995,0.3309843146753961,0.3498777572149713,0.3663482615513064,2.084762406430797,3.601684529030277,6.329559948979626,0.5787662569933576,83.22968726579339,87.5004703243773,64.0
hpsd_50W_10s,6.0,2500.0,0.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.10193978165965908,0.0,0.15741860283319703,0.2212500228698672,0.6116386899579546,1.235817635166119,0.7729209183673512,0.484214736155631,61.14614840696932,63.72900398249705,64.0
hpsd_50W_10s,6.0,2500.0,1.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.24638515133380895,0.21788015648201947,0.24566227507811964,0.2774097288106569,1.4783109080028536,2.6585504843506467,2.75366709183675,0.5552758552511428,65.948896900665,69.32006868470553,64.0
hpsd_50W_10s,6.0,2500.0,1.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.29740400576004616,0.2727485907875819,0.29828629965810083,0.3226693680607971,1.784424034560277,3.0772050496206074,4.252672193877575,0.5795909613996888,71.77669974307423,75.3481055421574,64.0
hpsd_50W_10s,6.0,2500.0,2.0,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.3382784171869221,0.3177663242609671,0.3387908861384443,0.35730812664507683,2.0296705031215323,3.402835222961242,5.597563775510235,0.5963321138983673,78.37942094972328,81.94415859198251,64.0
standard_30W_30s,2.0,800.0,0.5,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,2.0,4.15713382972991,7.902091836734737,0.48246776156240234,69.78907169425105,72.90271811383016,64.0
standard_30W_30s,2.0,800.0,1.0,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,2.0,4.590963624441478,8.787799744898006,0.4366282077140733,75.29157855767377,79.40053087771214,64.0
standard_30W_30s,2.0,800.0,1.5,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,2.0,4.970332856546549,9.529209183673522,0.40294390219837106,81.66726668683697,85.34876134997208,64.0
standard_30W_30s,2.0,800.0,2.0,1.0,0.9433739770288436,1.0,0.015625,0.0027634707504014047,0.08334298900290629,1.0,1.0,1.0,1.0,2.0,5.313270949107499,10.190204081632709,0.3769116220162395,89.16531621014116,94.39756370767535,64.0
standard_30W_30s,2.0,1500.0,0.5,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,2.0,3.5625319917481812,6.233073979591871,0.5635030269101986,64.90683203407156,66.67473027476626,64.0
standard_30W_30s,2.0,1500.0,1.0,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,2.0,4.038951325266201,7.347512755102081,0.49663302691549227,69.23448841012262,72.48067106265954,64.0
standard_30W_30s,2.0,1500.0,1.5,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,2.0,4.459599151962756,8.254170918367393,0.44937453872814215,74.36104582222114,77.78795251162316,64.0
standard_30W_30s,2.0,1500.0,2.0,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,2.0,4.835011532839248,8.968373724489844,0.41423792602097087,80.3508738402973,84.46012824491882,64.0
standard_30W_30s,2.0,2500.0,0.5,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,2.0,3.1619943586446926,5.086664540816354,0.6354315940012478,62.39876198868846,64.32564589603625,64.0
standard_30W_30s,2.0,2500.0,1.0,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,2.0,3.6830035999097426,6.284100765306157,0.5449041687081484,66.10932965687851,68.21853093487664,64.0
standard_30W_30s,2.0,2500.0,1.5,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,2.0,4.132846912988397,7.253207908163305,0.4850723880306408,70.54377892789921,73.28461239052304,64.0
standard_30W_30s,2.0,2500.0,2.0,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,2.0,4.531752539082023,8.098450255102087,0.4419213593099834,75.69203702070249,79.46360300232368,64.0
standard_30W_30s,3.0,800.0,0.5,0.125,0.064721653926208,0.22774786330215924,0.0,0.0,0.056626022971156334,0.936768112824074,0.8835319611833126,0.9320877904345344,1.0,2.810304338472222,3.935606362390427,9.236584272541036,0.7149146490473115,67.82185955576857,71.0138932595653,64.0
standard_30W_30s,3.0,800.0,1.0,0.828125,0.7178655850983409,0.9012235873268377,0.0,0.0,0.056626022971156334,0.9948428509992691,0.988338737461985,1.0,1.0,2.984528552997807,4.391650414644342,11.260662141393505,0.681487025699286,73.11672501164253,77.82095416229699,64.0
standard_30W_30s,3.0,800.0,1.5,1.0,0.9433739770288436,1.0,0.0,0.0,0.056626022971156334,1.0,1.0,1.0,1.0,3.0,4.80449516053474,12.863498975409907,0.6255918690328479,79.43926512933558,83.2894740144253,64.0
standard_30W_30s,3.0,800.0,2.0,1.0,0.9433739770288436,1.0,0.015625,0.0027634707504014047,0.08334298900290629,1.0,1.0,1.0,1.0,3.0,5.1691754368134255,14.145030737704996,0.5812782740027431,86.78255460890081,92.06488734248381,64.0
standard_30W_30s,3.0,1500.0,0.5,0.0,0.0,0.056626022971156334,0.0,0.0,0.056626022971156334,0.8634165077622269,0.8036059555980418,0.8637006590425091,0.9241304268978353,2.590249523286681,3.307195735287208,6.682396260245939,0.7847774737104652,63.200394229824774,65.49052250410895,64.0
