power_W,duration_s,wall_thickness_mm,bottom_buffer_mm,cooling_h_W_per_m2K,insertion_depth_mm,nx,ny,dt_s,source_smoothing_mm,lesion_depth_mm,lesion_width_mm,lesion_area_mm2,depth_to_width_ratio,depth_fraction,transmural,overheat_area_mm2,peak_temperature_C,name,transmural_int
50.0,10.0,5.0,4.0,1500.0,2.0,281,159,0.05,0.2,2.1441968133727136,3.6782338185175067,6.657233273056094,0.582941955070415,0.4288393626745427,False,0.0,84.75071413768859,hpsd_50W_10s,0
90.0,4.0,5.0,4.0,1500.0,2.0,281,159,0.05,0.2,1.6005583282626727,3.450260390488811,4.851943942133842,0.4638949375168509,0.32011166565253457,False,0.0,98.06747195088332,vhpsd_90W_4s,0
30.0,30.0,5.0,4.0,2500.0,0.5,281,159,0.05,0.2,2.000878105898764,2.328697620709793,2.951446654611228,0.8592262422155486,0.4001756211797528,False,0.0,58.28772864853962,standard_30W_30s,0
50.0,10.0,5.0,4.0,2500.0,0.5,281,159,0.05,0.2,1.1780887316458053,2.154453251933038,1.288969258589519,0.5468156389974068,0.23561774632916105,False,0.0,62.012516920099884,hpsd_50W_10s,0
90.0,4.0,5.0,4.0,2500.0,0.5,281,159,0.05,0.2,0.8547557681049287,2.5054617467543743,1.3878390596745105,0.3411569820262459,0.17095115362098573,False,0.0,69.17463646324501,vhpsd_90W_4s,0
30.0,30.0,5.0,4.0,2500.0,1.0,281,159,0.05,0.2,2.454427214489172,3.0768374722915297,5.598960216998223,0.7977110382308213,0.4908854428978344,False,0.0,61.80689366041311,standard_30W_30s,0
50.0,10.0,5.0,4.0,2500.0,1.0,281,159,0.05,0.2,1.583263459908716,2.7805667829118628,3.1784810126582457,0.5694031409850521,0.31665269198174323,False,0.0,66.93709571206914,hpsd_50W_10s,0
90.0,4.0,5.0,4.0,2500.0,1.0,281,159,0.05,0.2,1.1855474342830803,2.879713433337402,2.6511754068716242,0.4116893787272115,0.23710948685661606,False,0.0,76.91037111145391,vhpsd_90W_4s,0
30.0,30.0,5.0,4.0,2500.0,1.5,281,159,0.05,0.2,2.815866078086357,3.6216694249797516,7.960849909584132,0.777504997740676,0.5631732156172714,False,0.0,65.91390073504981,standard_30W_30s,0
50.0,10.0,5.0,4.0,2500.0,1.5,281,159,0.05,0.2,1.8618867398067425,3.170404578844521,4.580967450271274,0.5872710228312003,0.37237734796134847,False,0.0,72.99899140793885,hpsd_50W_10s,0
90.0,4.0,5.0,4.0,2500.0,1.5,281,159,0.05,0.2,1.4023360219375138,3.1388327851957327,3.6545207956600567,0.4467699039437892,0.2804672043875028,False,0.0,85.07067396509719,vhpsd_90W_4s,0
30.0,30.0,5.0,4.0,2500.0,2.0,281,159,0.05,0.2,3.1285260357032354,4.082287404988806,10.227531645569677,0.7663659427506218,0.625705207140647,False,0.0,70.6889893398675,standard_30W_30s,0
50.0,10.0,5.0,4.0,2500.0,2.0,281,159,0.05,0.2,2.092800748761628,3.478890752921062,5.913878842676344,0.6015712758454403,0.4185601497523256,False,0.0,79.77497638380936,hpsd_50W_10s,0
90.0,4.0,5.0,4.0,2500.0,2.0,281,159,0.05,0.2,1.5816315224698643,3.334784948740202,4.526039783001833,0.4742829138254822,0.31632630449397287,False,0.0,93.19659406497502,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,800.0,0.5,281,176,0.05,0.2,2.336013443766345,3.3507732252918685,6.432244897959219,0.6971565327471144,0.3893355739610575,False,0.0,63.28230237747346,standard_30W_30s,0
50.0,10.0,6.0,4.0,800.0,0.5,281,176,0.05,0.2,1.4271805315059636,2.912981353720416,3.4420408163265495,0.48993809372764785,0.2378634219176606,False,0.0,68.40925391681499,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,800.0,0.5,281,176,0.05,0.2,1.0037791653301145,2.9128550502071073,2.615510204081647,0.34460319790328897,0.1672965275550191,False,0.0,77.4929157780521,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,800.0,1.0,281,176,0.05,0.2,2.7057383690353882,3.9079687401799914,8.860408163265356,0.6923643838847003,0.4509563948392314,False,0.0,68.23226451978908,standard_30W_30s,0
50.0,10.0,6.0,4.0,800.0,1.0,281,176,0.05,0.2,1.7125686028081712,3.3088216208865653,4.841632653061252,0.5175765873862085,0.2854281004680285,False,0.0,75.4391791221511,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,800.0,1.0,281,176,0.05,0.2,1.2332350145379127,3.1830021962365804,3.5338775510204274,0.38744397223351806,0.2055391690896521,False,0.0,86.27812276419672,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,800.0,1.5,281,176,0.05,0.2,3.0204679417301294,4.369016630652677,10.99469387755108,0.6913381653296451,0.5034113236216883,False,0.0,74.09156841611662,standard_30W_30s,0
50.0,10.0,6.0,4.0,800.0,1.5,281,176,0.05,0.2,1.944607989692502,3.6160996670445655,5.991428571428605,0.5377639359375921,0.324101331615417,False,0.0,82.86485591401112,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,800.0,1.5,281,176,0.05,0.2,1.4170935940297602,3.386590561724905,4.286938775510229,0.41844255105582845,0.2361822656716267,False,0.0,94.66490821598558,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,800.0,2.0,281,176,0.05,0.2,3.300742352977506,4.7787637245132935,13.180408163265378,0.6907105149488594,0.550123725496251,False,0.0,80.93647994917765,standard_30W_30s,0
50.0,10.0,6.0,4.0,800.0,2.0,281,176,0.05,0.2,2.148172635452,3.8761412496956837,7.0751020408163665,0.554203909782868,0.35802877257533333,False,0.0,90.47127455851256,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,800.0,2.0,281,176,0.05,0.2,1.580169665736552,3.5506468970360077,4.981224489795946,0.4450371190262931,0.263361610956092,False,0.22040816326530732,102.42234413924271,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,1500.0,0.5,281,176,0.05,0.2,2.0480466329342377,2.6416781096879554,3.8387755102041026,0.7752824333227186,0.3413411054890396,False,0.0,59.34245057846656,standard_30W_30s,0
50.0,10.0,6.0,4.0,1500.0,0.5,281,176,0.05,0.2,1.2334255156178098,2.4369572740692798,1.9395918367347045,0.506133418399335,0.20557091926963497,False,0.0,63.37874053376774,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,1500.0,0.5,281,176,0.05,0.2,0.8783436153602265,2.6408409249112017,1.744897959183683,0.33259997112085077,0.14639060256003775,False,0.0,71.44597272108992,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,1500.0,1.0,281,176,0.05,0.2,2.482716676452273,3.312304414130684,6.472653061224525,0.7495436306701487,0.41378611274204546,False,0.0,63.33296361075613,standard_30W_30s,0
50.0,10.0,6.0,4.0,1500.0,1.0,281,176,0.05,0.2,1.594613857929118,2.9429696795671174,3.658775510204102,0.5418383576971375,0.2657689763215197,False,0.0,69.20864619106729,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,1500.0,1.0,281,176,0.05,0.2,1.173392917468195,2.9659649181709224,2.9534693877551184,0.39561928405809105,0.19556548624469916,False,0.0,79.5995731328247,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,1500.0,1.5,281,176,0.05,0.2,2.836073832647976,3.8325878768125055,8.867755102040865,0.739989251076661,0.47267897210799603,False,0.0,67.9787202783946,standard_30W_30s,0
50.0,10.0,6.0,4.0,1500.0,1.5,281,176,0.05,0.2,1.8617335188081274,3.304775560387255,5.117142857142885,0.5633464314865512,0.3102889198013546,False,0.0,75.83739479658207,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,1500.0,1.5,281,176,0.05,0.2,1.3807242554093833,3.2041734820134433,3.9012244897959403,0.43091432569430094,0.23012070923489722,False,0.0,87.85677839107787,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,1500.0,2.0,281,176,0.05,0.2,3.143760643774293,4.281224934578711,11.086530612244959,0.7343133546622798,0.5239601072957155,False,0.0,73.45463560213213,standard_30W_30s,0
50.0,10.0,6.0,4.0,1500.0,2.0,281,176,0.05,0.2,2.0858038014154334,3.5951441209341093,6.329387755102076,0.5801725136052373,0.34763396690257226,False,0.0,83.01386952902428,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,1500.0,2.0,281,176,0.05,0.2,1.55693942625353,3.3980672714769264,4.687346938775535,0.4581838150534396,0.25948990437558833,False,0.0,95.84808978509471,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,2500.0,0.5,281,176,0.05,0.2,1.8010642536461121,2.0263293717787523,2.0277551020408273,0.8888309466022802,0.30017737560768537,False,0.0,57.32151192013567,standard_30W_30s,0
50.0,10.0,6.0,4.0,2500.0,0.5,281,176,0.05,0.2,0.9386950835249668,1.8431256867018115,0.5032653061224518,0.5092952099239192,0.15644918058749446,False,0.0,60.88631910024233,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,2500.0,0.5,281,176,0.05,0.2,0.0,2.3993823135209835,0.8522448979591883,0.0,0.0,False,0.0,67.7348951880091,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,2500.0,1.0,281,176,0.05,0.2,2.3124355413338145,2.9031253624287428,4.885714285714312,0.7965331333123142,0.38540592355563574,False,0.0,60.76448777137093,standard_30W_30s,0
50.0,10.0,6.0,4.0,2500.0,1.0,281,176,0.05,0.2,1.4878405863521382,2.6713091961464026,2.740408163265321,0.5569705627856478,0.24797343105868971,False,0.0,65.69168734267647,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,2500.0,1.0,281,176,0.05,0.2,1.1127309631068372,2.803643319184831,2.380408163265319,0.3968874911771471,0.1854551605178062,False,0.0,75.25024910190267,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,2500.0,1.5,281,176,0.05,0.2,2.697742616646518,3.4749759675484952,7.247755102040857,0.7763341795280688,0.44962376944108634,False,0.0,64.78353366879054,standard_30W_30s,0
50.0,10.0,6.0,4.0,2500.0,1.5,281,176,0.05,0.2,1.788831305649343,3.0775371039588935,4.250204081632677,0.5812541799571546,0.29813855094155717,False,0.0,71.60334133855217,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,2500.0,1.5,281,176,0.05,0.2,1.3471935804389907,3.0723783812766845,3.386938775510223,0.43848556826492935,0.22453226340649846,False,0.0,83.20932896953957,vhpsd_90W_4s,0
30.0,30.0,6.0,4.0,2500.0,2.0,281,176,0.05,0.2,3.0259872094986484,3.9535919191791695,9.514285714285766,0.765376718527615,0.5043312015831081,False,0.0,69.45829331023243,standard_30W_30s,0
50.0,10.0,6.0,4.0,2500.0,2.0,281,176,0.05,0.2,2.031648998637138,3.4042784472974654,5.602040816326562,0.596792838802593,0.338608166439523,False,0.0,78.22005778203581,hpsd_50W_10s,0
90.0,4.0,6.0,4.0,2500.0,2.0,281,176,0.05,0.2,1.5346280192220976,3.287356673751712,4.308979591836758,0.46682735447465024,0.2557713365370163,False,0.0,91.15171870453271,vhpsd_90W_4s,0
