power_W,duration_s,wall_thickness_mm,bottom_buffer_mm,cooling_h_W_per_m2K,insertion_depth_mm,nx,ny,dt_s,source_smoothing_mm,lesion_depth_mm,lesion_width_mm,lesion_area_mm2,depth_to_width_ratio,depth_fraction,transmural,overheat_area_mm2,peak_temperature_C,name,sample_id,cooling_h_nominal_W_per_m2K,insertion_nominal_mm,cooling_h_sampled_W_per_m2K,insertion_sampled_mm,overheat
30.0,30.0,2.0,4.0,2676.400136102636,2.424523534455173,281,106,0.05,0.2,2.0,4.804979338383864,8.625306122449027,0.41623488035074296,1.0,True,0.0,79.98868831029392,standard_30W_30s,56,2500.0,2.0,2676.400136102636,2.424523534455173,False
30.0,30.0,2.0,4.0,2098.7199204020553,2.2927480326770655,281,106,0.05,0.2,2.0,4.836031683507455,8.794285714285763,0.413562220202298,1.0,True,0.0,80.46854134254207,standard_30W_30s,57,2500.0,2.0,2098.7199204020553,2.2927480326770655,False
30.0,30.0,2.0,4.0,3339.7019187420346,1.8644308253817603,281,106,0.05,0.2,2.0,4.2785178279921805,7.402040816326571,0.4674515989894936,1.0,True,0.0,72.1961503022527,standard_30W_30s,58,2500.0,2.0,3339.7019187420346,1.8644308253817603,False
30.0,30.0,2.0,4.0,2212.747934574112,1.9662738351174802,281,106,0.05,0.2,2.0,4.566063956932536,8.26163265306127,0.4380140135714596,1.0,True,0.0,76.0192492681582,standard_30W_30s,59,2500.0,2.0,2212.747934574112,1.9662738351174802,False
30.0,30.0,2.0,4.0,2452.877680501748,1.8845163049401745,281,106,0.05,0.2,2.0,4.446683397056056,7.905306122449023,0.44977342019090183,1.0,True,0.0,74.33289842039275,standard_30W_30s,60,2500.0,2.0,2452.877680501748,1.8845163049401745,False
30.0,30.0,2.0,4.0,2334.0304189681365,1.7856550979358778,281,106,0.05,0.2,2.0,4.395881809839585,7.839183673469432,0.45497128597117226,1.0,True,0.0,73.63239764436285,standard_30W_30s,61,2500.0,2.0,2334.0304189681365,1.7856550979358778,False
30.0,30.0,2.0,4.0,1726.211769818971,1.9270136565845246,281,106,0.05,0.2,2.0,4.686383969137683,8.632653061224536,0.4267682744672775,1.0,True,0.0,77.72803503394478,standard_30W_30s,62,2500.0,2.0,1726.211769818971,1.9270136565845246,False
30.0,30.0,2.0,4.0,2607.08469757472,1.902256531961096,281,106,0.05,0.2,2.0,4.428212539656432,7.839183673469432,0.45164950464531506,1.0,True,0.0,74.1019176112008,standard_30W_30s,63,2500.0,2.0,2607.08469757472,1.902256531961096,False
50.0,10.0,2.0,4.0,2490.062940828576,2.1066331888606697,281,106,0.05,0.2,2.0,3.805388338583306,6.851020408163302,0.5255705389438842,1.0,True,0.0,87.21235448437207,hpsd_50W_10s,0,2500.0,2.0,2490.062940828576,2.1066331888606697,False
50.0,10.0,2.0,4.0,2911.753037738572,2.1326812255321657,281,106,0.05,0.2,2.0,3.7692374361640266,6.740816326530649,0.5306113063642419,1.0,True,0.0,86.13521685390477,hpsd_50W_10s,1,2500.0,2.0,2911.753037738572,2.1326812255321657,False
50.0,10.0,2.0,4.0,2408.942090683467,2.108166464833732,281,106,0.05,0.2,2.0,3.8163731606754965,6.887755102040854,0.5240577678850463,1.0,True,0.0,87.56468291643729,hpsd_50W_10s,2,2500.0,2.0,2408.942090683467,2.108166464833732,False
50.0,10.0,2.0,4.0,2560.676362757327,1.6669720392167529,281,106,0.05,0.2,2.0,3.5607057389190366,6.112653061224524,0.5616864033833816,1.0,True,0.0,80.39377328839909,hpsd_50W_10s,3,2500.0,2.0,2560.676362757327,1.6669720392167529,False
50.0,10.0,2.0,4.0,2801.2778541063544,2.2503324790399755,281,106,0.05,0.2,2.0,3.8376308136244246,6.902448979591875,0.5211548731836227,1.0,True,0.0,88.30844205522015,hpsd_50W_10s,4,2500.0,2.0,2801.2778541063544,2.2503324790399755,False
50.0,10.0,2.0,4.0,2666.141982634092,1.87541895409327,281,106,0.05,0.2,2.0,3.663803538747209,6.406530612244933,0.5458807981510587,1.0,True,0.0,83.08780056078433,hpsd_50W_10s,5,2500.0,2.0,2666.141982634092,1.87541895409327,False
50.0,10.0,2.0,4.0,2766.868706335904,1.9977185469583112,281,106,0.05,0.2,2.0,3.712623472228395,6.560816326530648,0.538702622272535,1.0,True,0.0,84.57138278302901,hpsd_50W_10s,6,2500.0,2.0,2766.868706335904,1.9977185469583112,False
50.0,10.0,2.0,4.0,1891.3217671502214,1.9703762595279095,281,106,0.05,0.2,2.0,3.8321089725997832,6.964897959183712,0.5219058263479281,1.0,True,0.0,87.92199363245159,hpsd_50W_10s,7,2500.0,2.0,1891.3217671502214,1.9703762595279095,False
50.0,10.0,2.0,4.0,2777.684460257062,2.2189235762093857,281,106,0.05,0.2,2.0,3.8262350174670767,6.887755102040854,0.5227070451422445,1.0,True,0.0,87.8898036391775,hpsd_50W_10s,8,2500.0,2.0,2777.684460257062,2.2189235762093857,False
50.0,10.0,2.0,4.0,2603.5968833010074,2.3714742485046383,281,106,0.05,0.2,2.0,3.920127998770445,7.155918367346979,0.5101874226115329,1.0,True,0.0,90.92772156253444,hpsd_50W_10s,9,2500.0,2.0,2603.5968833010074,2.3714742485046383,False
50.0,10.0,2.0,4.0,2954.7232703000295,1.9137763788684352,281,106,0.05,0.2,2.0,3.650872059434948,6.340408163265341,0.5478143214664015,1.0,True,0.0,82.76108381762684,hpsd_50W_10s,10,2500.0,2.0,2954.7232703000295,1.9137763788684352,False
50.0,10.0,2.0,4.0,2625.5435571189164,1.9345792582118766,281,106,0.05,0.2,2.0,3.6987906777384514,6.546122448979628,0.5407172706574621,1.0,True,0.0,84.1019936723715,hpsd_50W_10s,11,2500.0,2.0,2625.5435571189164,1.9345792582118766,False
50.0,10.0,2.0,4.0,2180.315880393466,2.090384830602826,281,106,0.05,0.2,2.0,3.8388007116864147,6.979591836734732,0.5209960480395411,1.0,True,0.0,88.31004759318647,hpsd_50W_10s,12,2500.0,2.0,2180.315880393466,2.090384830602826,False
50.0,10.0,2.0,4.0,1636.1554177165183,2.198058918495187,281,106,0.05,0.2,2.0,3.991138938707666,7.3689795918367755,0.5011100918094326,1.0,True,0.0,93.28776709356137,hpsd_50W_10s,13,2500.0,2.0,1636.1554177165183,2.198058918495187,False
50.0,10.0,2.0,4.0,3104.549377063371,2.1411578930752926,281,106,0.05,0.2,2.0,3.753203712796478,6.656326530612281,0.53287808311098,1.0,True,0.0,85.72173085118376,hpsd_50W_10s,14,2500.0,2.0,3104.549377063371,2.1411578930752926,False
50.0,10.0,2.0,4.0,2068.1691170329177,1.8431076188195563,281,106,0.05,0.2,2.0,3.729354622045336,6.704081632653098,0.5362858195832059,1.0,True,0.0,84.9991922679522,hpsd_50W_10s,15,2500.0,2.0,2068.1691170329177,1.8431076188195563,False
50.0,10.0,2.0,4.0,2827.9918580555413,1.8946822264208532,281,106,0.05,0.2,2.0,3.6547116132780118,6.347755102040851,0.5472388006576926,1.0,True,0.0,82.85612000956701,hpsd_50W_10s,16,2500.0,2.0,2827.9918580555413,1.8946822264208532,False
50.0,10.0,2.0,4.0,2987.7337476377097,2.0248303803531593,281,106,0.05,0.2,2.0,3.70455598952048,6.487346938775547,0.5398757653164479,1.0,True,0.0,84.29640275983152,hpsd_50W_10s,17,2500.0,2.0,2987.7337476377097,2.0248303803531593,False
50.0,10.0,2.0,4.0,2998.0386542784577,2.0592789284745368,281,106,0.05,0.2,2.0,3.7193050663104343,6.553469387755138,0.537734862922661,1.0,True,0.0,84.7782112525145,hpsd_50W_10s,18,2500.0,2.0,2998.0386542784577,2.0592789284745368,False
50.0,10.0,2.0,4.0,2269.1708826932795,2.0433160403264465,281,106,0.05,0.2,2.0,3.804742625311188,6.8804081632653435,0.5256597349568215,1.0,True,0.0,87.16666064046301,hpsd_50W_10s,19,2500.0,2.0,2269.1708826932795,2.0433160403264465,False
50.0,10.0,2.0,4.0,1818.9633048945652,2.1715192440772992,281,106,0.05,0.2,2.0,3.9447315426235656,7.258775510204122,0.5070053509065507,1.0,True,0.0,91.59799624292714,hpsd_50W_10s,20,2500.0,2.0,1818.9633048945652,2.1715192440772992,False
50.0,10.0,2.0,4.0,2479.166325889152,1.826139943275689,281,106,0.05,0.2,2.0,3.661617200705487,6.435918367346974,0.546206741549788,1.0,True,0.0,83.01234248144058,hpsd_50W_10s,21,2500.0,2.0,2479.166325889152,1.826139943275689,False
50.0,10.0,2.0,4.0,2694.5423422722533,2.082178608194059,281,106,0.05,0.2,2.0,3.766689543523791,6.748163265306159,0.5309702264787588,1.0,True,0.0,86.08434265725626,hpsd_50W_10s,22,2500.0,2.0,2694.5423422722533,2.082178608194059,False
50.0,10.0,2.0,4.0,2302.1767181536907,1.9778045028734066,281,106,0.05,0.2,2.0,3.7655426937136705,6.762857142857181,0.5311319410450107,1.0,True,0.0,86.00366270543284,hpsd_50W_10s,23,2500.0,2.0,2302.1767181536907,1.9778045028734066,False
50.0,10.0,2.0,4.0,1949.5007516365824,2.2395401563622057,281,106,0.05,0.2,2.0,3.951008502348675,7.266122448979631,0.5061998724657517,1.0,True,0.0,91.92194393588748,hpsd_50W_10s,24,2500.0,2.0,1949.5007516365824,2.2395401563622057,False
50.0,10.0,2.0,4.0,2544.8168620185197,1.9469009887029893,281,106,0.05,0.2,2.0,3.713602304838919,6.608571428571465,0.5385606308445977,1.0,True,0.0,84.57341397978561,hpsd_50W_10s,25,2500.0,2.0,2544.8168620185197,1.9469009887029893,False
50.0,10.0,2.0,4.0,2388.1454015058744,1.781043947496739,281,106,0.05,0.2,2.0,3.649728118205131,6.413877551020443,0.5479860239517137,1.0,True,0.0,82.68083195082664,hpsd_50W_10s,26,2500.0,2.0,2388.1454015058744,1.781043947496739,False
50.0,10.0,2.0,4.0,2574.6008750558763,1.654668994368462,281,106,0.05,0.2,2.0,3.552234093853065,6.075918367346973,0.5630259569494263,1.0,True,0.0,80.17060923939587,hpsd_50W_10s,27,2500.0,2.0,2574.6008750558763,1.654668994368462,False
50.0,10.0,2.0,4.0,3053.0564231411327,2.3194875899558327,281,106,0.05,0.2,2.0,3.844827959942673,6.931836734693915,0.5201793216333717,1.0,True,0.0,88.61669901961507,hpsd_50W_10s,28,2500.0,2.0,3053.0564231411327,2.3194875899558327,False
50.0,10.0,2.0,4.0,1992.8036332114966,2.079719868470819,281,106,0.05,0.2,2.0,3.8629673909937186,7.038367346938815,0.5177367027904203,1.0,True,0.0,89.10071205928074,hpsd_50W_10s,29,2500.0,2.0,1992.8036332114966,2.079719868470819,False
50.0,10.0,2.0,4.0,2025.1204604800646,1.817071735178185,281,106,0.05,0.2,2.0,3.724200830032199,6.667346938775547,0.5370279668786573,1.0,True,0.0,84.8240383373038,hpsd_50W_10s,30,2500.0,2.0,2025.1204604800646,1.817071735178185,False
50.0,10.0,2.0,4.0,2414.4857472712915,1.7656604324101273,281,106,0.05,0.2,2.0,3.636481136897917,6.384489795918403,0.5499822286184305,1.0,True,0.0,82.35246110227405,hpsd_50W_10s,31,2500.0,2.0,2414.4857472712915,1.7656604324101273,False
50.0,10.0,2.0,4.0,2298.1697798268865,2.267591834499859,281,106,0.05,0.2,2.0,3.909907672078292,7.155918367346979,0.5115210300955546,1.0,True,0.0,90.56127061326973,hpsd_50W_10s,32,2500.0,2.0,2298.1697798268865,2.267591834499859,False
50.0,10.0,2.0,4.0,2533.584509201211,1.8670228577397074,281,106,0.05,0.2,2.0,3.676304328042569,6.465306122449015,0.5440246023007814,1.0,True,0.0,83.42085990655308,hpsd_50W_10s,33,2500.0,2.0,2533.584509201211,1.8670228577397074,False
50.0,10.0,2.0,4.0,2094.1485578381535,2.0026030060859226,281,106,0.05,0.2,2.0,3.8125460507985087,6.92081632653065,0.524583827539897,1.0,True,0.0,87.35044346018712,hpsd_50W_10s,34,2500.0,2.0,2094.1485578381535,2.0026030060859226,False
50.0,10.0,2.0,4.0,2842.103705365813,2.051118324994181,281,106,0.05,0.2,2.0,3.7293142485143758,6.619591836734729,0.5362916254098801,1.0,True,0.0,85.13127056154552,hpsd_50W_10s,35,2500.0,2.0,2842.103705365813,2.051118324994181,False
50.0,10.0,2.0,4.0,2894.0509528848875,1.9420762150326807,281,106,0.05,0.2,2.0,3.6728206461824335,6.3918367346939124,0.5445406113360912,1.0,True,0.0,83.35121515177485,hpsd_50W_10s,36,2500.0,2.0,2894.0509528848875,1.9420762150326807,False
50.0,10.0,2.0,4.0,2241.4834625998296,2.1528384067703534,281,106,0.05,0.2,2.0,3.856600728755517,7.023673469387794,0.5185914074764432,1.0,True,0.0,88.99838438795442,hpsd_50W_10s,37,2500.0,2.0,2241.4834625998296,2.1528384067703534,False
50.0,10.0,2.0,4.0,2433.370365092282,1.8515556325773894,281,106,0.05,0.2,2.0,3.6816250725708843,6.487346938775547,0.5432383690834105,1.0,True,0.0,83.56062056513589,hpsd_50W_10s,38,2500.0,2.0,2433.370365092282,1.8515556325773894,False
50.0,10.0,2.0,4.0,2372.0577045317405,1.9906049175353175,281,106,0.05,0.2,2.0,3.7613204659935926,6.762857142857181,0.5317281571943057,1.0,True,0.0,85.9073635331945,hpsd_50W_10s,39,2500.0,2.0,2372.0577045317405,1.9906049175353175,False
50.0,10.0,2.0,4.0,2641.964277942457,1.731331884410249,281,106,0.05,0.2,2.0,3.5843863743092457,6.156734693877585,0.557975561545154,1.0,True,0.0,81.05952015772894,hpsd_50W_10s,40,2500.0,2.0,2641.964277942457,1.731331884410249,False
50.0,10.0,2.0,4.0,2466.4256280051304,1.6064086554467607,281,106,0.05,0.2,2.0,3.5404244353469423,6.053877551020442,0.5649040211202844,1.0,True,0.0,79.84475141269493,hpsd_50W_10s,41,2500.0,2.0,2466.4256280051304,1.6064086554467607,False
50.0,10.0,2.0,4.0,2865.6870946155336,2.010185233799987,281,106,0.05,0.2,2.0,3.708845252917482,6.538775510204117,0.539251401342977,1.0,True,0.0,84.44433996417084,hpsd_50W_10s,42,2500.0,2.0,2865.6870946155336,2.010185233799987,False
50.0,10.0,2.0,4.0,2717.9888212432493,2.158931536284468,281,106,0.05,0.2,2.0,3.8043674315994545,6.843673469387793,0.5257115764864879,1.0,True,0.0,87.16017350000199,hpsd_50W_10s,43,2500.0,2.0,2717.9888212432493,2.158931536284468,False
50.0,10.0,2.0,4.0,2203.559384497828,1.567508116528155,281,106,0.05,0.2,2.0,3.5600962770952442,6.142040816326564,0.5617825598895997,1.0,True,0.0,80.28536344698186,hpsd_50W_10s,44,2500.0,2.0,2203.559384497828,1.567508116528155,False
50.0,10.0,2.0,4.0,3277.0666502476065,2.124746191599729,281,106,0.05,0.2,2.0,3.726317927835214,6.516734693877587,0.5367228558412057,1.0,True,0.0,85.03294060868042,hpsd_50W_10s,45,2500.0,2.0,3277.0666502476065,2.124746191599729,False
50.0,10.0,2.0,4.0,2327.7699107610997,1.6938631536243145,281,106,0.05,0.2,2.0,3.6055746488158107,6.281632653061259,0.5546966003482595,1.0,True,0.0,81.62090071265422,hpsd_50W_10s,46,2500.0,2.0,2327.7699107610997,1.6938631536243145,False
50.0,10.0,2.0,4.0,2517.7412706077785,1.8044909990191207,281,106,0.05,0.2,2.0,3.6437793102320675,6.3918367346939124,0.5488806620049178,1.0,True,0.0,82.55148994887561,hpsd_50W_10s,47,2500.0,2.0,2517.7412706077785,1.8044909990191207,False
50.0,10.0,2.0,4.0,2355.3154162126434,1.956403008798478,281,106,0.05,0.2,2.0,3.7442755004648696,6.689387755102077,0.534148729107057,1.0,True,0.0,85.45176081444234,hpsd_50W_10s,48,2500.0,2.0,2355.3154162126434,1.956403008798478,False
50.0,10.0,2.0,4.0,2739.9549327291757,2.206485503631376,281,106,0.05,0.2,2.0,3.8244173120246474,6.887755102040854,0.5229554823192659,1.0,True,0.0,87.81844969437725,hpsd_50W_10s,49,2500.0,2.0,2739.9549327291757,2.206485503631376,False
50.0,10.0,2.0,4.0,2509.185664760233,2.4525291087330228,281,106,0.05,0.2,2.0,3.964541200245211,7.258775510204122,0.504471992844039,1.0,True,0.0,92.51358809377658,hpsd_50W_10s,50,2500.0,2.0,2509.185664760233,2.4525291087330228,False
50.0,10.0,2.0,4.0,2128.1260370834643,1.75014671299339,281,106,0.05,0.2,2.0,3.674957459909873,6.513061224489832,0.5442239867584887,1.0,True,0.0,83.29823262783924,hpsd_50W_10s,51,2500.0,2.0,2128.1260370834643,1.75014671299339,False
50.0,10.0,2.0,4.0,2705.0087917213104,2.0178711904113324,281,106,0.05,0.2,2.0,3.7273978678730058,6.626938775510241,0.5365673509764805,1.0,True,0.0,85.07960761684244,hpsd_50W_10s,52,2500.0,2.0,2705.0087917213104,2.0178711904113324,False
50.0,10.0,2.0,4.0,3165.889971396934,2.063752120358921,281,106,0.05,0.2,2.0,3.7076216310118477,6.465306122449015,0.5394293698341003,1.0,True,0.0,84.39986044836648,hpsd_50W_10s,53,2500.0,2.0,3165.889971396934,2.063752120358921,False
50.0,10.0,2.0,4.0,2152.9414828785775,2.0377598150324,281,106,0.05,0.2,2.0,3.819647044661398,6.935510204081671,0.5236085891222169,1.0,True,0.0,87.61801203250167,hpsd_50W_10s,54,2500.0,2.0,2152.9414828785775,2.0377598150324,False
50.0,10.0,2.0,4.0,2259.6841311588655,2.1778849837298626,281,106,0.05,0.2,2.0,3.867847968002647,7.060408163265344,0.5170834056936312,1.0,True,0.0,89.30844876447732,hpsd_50W_10s,55,2500.0,2.0,2259.6841311588655,2.1778849837298626,False
50.0,10.0,2.0,4.0,2676.400136102636,2.424523534455173,281,106,0.05,0.2,2.0,3.9363063714457676,7.214693877551061,0.5080905324108244,1.0,True,0.0,91.51867157190927,hpsd_50W_10s,56,2500.0,2.0,2676.400136102636,2.424523534455173,False
50.0,10.0,2.0,4.0,2098.7199204020553,2.2927480326770655,281,106,0.05,0.2,2.0,3.950976429347855,7.258775510204122,0.5062039816648864,1.0,True,0.0,91.96163142043515,hpsd_50W_10s,57,2500.0,2.0,2098.7199204020553,2.2927480326770655,False
50.0,10.0,2.0,4.0,3339.7019187420346,1.8644308253817603,281,106,0.05,0.2,2.0,3.5840895531922463,6.1163265306122785,0.558021771029314,1.0,True,0.0,81.08482282097978,hpsd_50W_10s,58,2500.0,2.0,3339.7019187420346,1.8644308253817603,False
50.0,10.0,2.0,4.0,2212.747934574112,1.9662738351174802,281,106,0.05,0.2,2.0,3.7742473873138054,6.814285714285752,0.5299069707837655,1.0,True,0.0,86.21963243504821,hpsd_50W_10s,59,2500.0,2.0,2212.747934574112,1.9662738351174802,False
50.0,10.0,2.0,4.0,2452.877680501748,1.8845163049401745,281,106,0.05,0.2,2.0,3.695590548856447,6.557142857142893,0.5411854948646501,1.0,True,0.0,83.97888628802428,hpsd_50W_10s,60,2500.0,2.0,2452.877680501748,1.8845163049401745,False
50.0,10.0,2.0,4.0,2334.0304189681365,1.7856550979358778,281,106,0.05,0.2,2.0,3.660784569158278,6.4579591836735055,0.5463309741987519,1.0,True,0.0,82.9606161016173,hpsd_50W_10s,61,2500.0,2.0,2334.0304189681365,1.7856550979358778,False
50.0,10.0,2.0,4.0,1726.211769818971,1.9270136565845246,281,106,0.05,0.2,2.0,3.8434784253521848,7.008979591836773,0.5203619686812049,1.0,True,0.0,88.30110567678253,hpsd_50W_10s,62,2500.0,2.0,1726.211769818971,1.9270136565845246,False
50.0,10.0,2.0,4.0,2607.08469757472,1.902256531961096,281,106,0.05,0.2,2.0,3.685166880651303,6.4946938775510565,0.542716263543139,1.0,True,0.0,83.68475391375478,hpsd_50W_10s,63,2500.0,2.0,2607.08469757472,1.902256531961096,False
90.0,4.0,2.0,4.0,2490.062940828576,2.1066331888606697,281,106,0.05,0.2,1.7731526958998554,3.560947105585499,5.4257142857143155,0.4979441264709012,0.8865763479499277,False,0.19102040816326638,102.55900258699967,vhpsd_90W_4s,0,2500.0,2.0,2490.062940828576,2.1066331888606697,True
90.0,4.0,2.0,4.0,2911.753037738572,2.1326812255321657,281,106,0.05,0.2,1.777230462460277,3.5407317262550833,5.374285714285744,0.5019387516094014,0.8886152312301385,False,0.11020408163265366,101.45122911600565,vhpsd_90W_4s,1,2500.0,2.0,2911.753037738572,2.1326812255321657,True
90.0,4.0,2.0,4.0,2408.942090683467,2.108166464833732,281,106,0.05,0.2,1.7747831764053652,3.567044510001006,5.451428571428601,0.4975500505893224,0.8873915882026826,False,0.22040816326530732,102.91671223427423,vhpsd_90W_4s,2,2500.0,2.0,2408.942090683467,2.108166464833732,True
90.0,4.0,2.0,4.0,2560.676362757327,1.6669720392167529,281,106,0.05,0.2,1.6407214374995251,3.4040996410932163,4.713061224489822,0.48198396359884826,0.8203607187497626,False,0.0,94.63422025941938,vhpsd_90W_4s,3,2500.0,2.0,2560.676362757327,1.6669720392167529,False
90.0,4.0,2.0,4.0,2801.2778541063544,2.2503324790399755,281,106,0.05,0.2,1.81389115528121,3.5807702446033325,5.5579591836735,0.5065645186297474,0.906945577640605,False,0.2865306122448995,103.83088319292948,vhpsd_90W_4s,4,2500.0,2.0,2801.2778541063544,2.2503324790399755,True
90.0,4.0,2.0,4.0,2666.141982634092,1.87541895409327,281,106,0.05,0.2,1.7034148998480854,3.4642476587324516,5.003265306122476,0.4917127952888204,0.8517074499240427,False,0.0,97.93828553763728,vhpsd_90W_4s,5,2500.0,2.0,2666.141982634092,1.87541895409327,False
90.0,4.0,2.0,4.0,2766.868706335904,1.9977185469583112,281,106,0.05,0.2,1.7401689540304583,3.503018595931268,5.201632653061253,0.49676269376692794,0.8700844770152292,False,0.0,99.69491048915874,vhpsd_90W_4s,6,2500.0,2.0,2766.868706335904,1.9977185469583112,False
90.0,4.0,2.0,4.0,1891.3217671502214,1.9703762595279095,281,106,0.05,0.2,1.7437530311974117,3.5712852876691406,5.381632653061254,0.4882704378779835,0.8718765155987058,False,0.22040816326530732,103.02083532089078,vhpsd_90W_4s,7,2500.0,2.0,1891.3217671502214,1.9703762595279095,True
90.0,4.0,2.0,4.0,2777.684460257062,2.2189235762093857,281,106,0.05,0.2,1.8055671881696982,3.5737675338189927,5.513877551020438,0.5052279341292902,0.9027835940848491,False,0.25714285714285856,103.34860903119916,vhpsd_90W_4s,8,2500.0,2.0,2777.684460257062,2.2189235762093857,True
90.0,4.0,2.0,4.0,2603.5968833010074,2.3714742485046383,281,106,0.05,0.2,1.8509850265179646,3.6299090105075966,5.778367346938807,0.5099260122388378,0.9254925132589823,False,0.5069387755102068,106.55063364084151,vhpsd_90W_4s,9,2500.0,2.0,2603.5968833010074,2.3714742485046383,True
90.0,4.0,2.0,4.0,2954.7232703000295,1.9137763788684352,281,106,0.05,0.2,1.7108443219423646,3.459508049237833,4.973877551020435,0.49453399084279687,0.8554221609711823,False,0.0,97.64520789741533,vhpsd_90W_4s,10,2500.0,2.0,2954.7232703000295,1.9137763788684352,False
90.0,4.0,2.0,4.0,2625.5435571189164,1.9345792582118766,281,106,0.05,0.2,1.721302157824553,3.4891019869591684,5.142857142857171,0.4933367279770194,0.8606510789122765,False,0.0,99.10035654201316,vhpsd_90W_4s,11,2500.0,2.0,2625.5435571189164,1.9345792582118766,False
90.0,4.0,2.0,4.0,2180.315880393466,2.090384830602826,281,106,0.05,0.2,1.7717900006330995,3.5788915563308237,5.466122448979622,0.4950666911096872,0.8858950003165498,False,0.27183673469387903,103.643826789162,vhpsd_90W_4s,12,2500.0,2.0,2180.315880393466,2.090384830602826,True
90.0,4.0,2.0,4.0,1636.1554177165183,2.198058918495187,281,106,0.05,0.2,1.8126572011470459,3.6725787281431,5.782040816326563,0.49356523993797324,0.9063286005735229,False,0.7273469387755142,108.50853999598209,vhpsd_90W_4s,13,2500.0,2.0,1636.1554177165183,2.198058918495187,True
90.0,4.0,2.0,4.0,3104.549377063371,2.1411578930752926,281,106,0.05,0.2,1.778150405956654,3.53226792141938,5.330204081632683,0.5034019065128377,0.889075202978327,False,0.07346938775510245,101.0178050865438,vhpsd_90W_4s,14,2500.0,2.0,3104.549377063371,2.1411578930752926,True
90.0,4.0,2.0,4.0,2068.1691170329177,1.8431076188195563,281,106,0.05,0.2,1.7020702191051769,3.510879846527078,5.175918367346966,0.48479876655102433,0.8510351095525884,False,0.0,99.90971497233251,vhpsd_90W_4s,15,2500.0,2.0,2068.1691170329177,1.8431076188195563,False
90.0,4.0,2.0,4.0,2827.9918580555413,1.8946822264208532,281,106,0.05,0.2,1.7069867908836334,3.460752799079303,4.973877551020435,0.493241467965513,0.8534933954418167,False,0.0,97.72046510534044,vhpsd_90W_4s,16,2500.0,2.0,2827.9918580555413,1.8946822264208532,False
90.0,4.0,2.0,4.0,2987.7337476377097,2.0248303803531593,281,106,0.05,0.2,1.745963098748115,3.4966279575701433,5.146530612244926,0.4993276722415185,0.8729815493740575,False,0.0,99.4450375668709,vhpsd_90W_4s,17,2500.0,2.0,2987.7337476377097,2.0248303803531593,False
90.0,4.0,2.0,4.0,2998.0386542784577,2.0592789284745368,281,106,0.05,0.2,1.7555993755557309,3.5095642937272045,5.231020408163294,0.5002328575924907,0.8777996877778654,False,0.0073469387755102445,100.00548619512591,vhpsd_90W_4s,18,2500.0,2.0,2998.0386542784577,2.0592789284745368,True
90.0,4.0,2.0,4.0,2269.1708826932795,2.0433160403264465,281,106,0.05,0.2,1.7587483052992308,3.559329797598621,5.403673469387785,0.49412344607285574,0.8793741526496154,False,0.1836734693877561,102.44399394138742,vhpsd_90W_4s,19,2500.0,2.0,2269.1708826932795,2.0433160403264465,True
90.0,4.0,2.0,4.0,1818.9633048945652,2.1715192440772992,281,106,0.05,0.2,1.8029392140606724,3.6411332040812083,5.70122448979595,0.4951588181503017,0.9014696070303362,False,0.5583673469387787,106.91020208799978,vhpsd_90W_4s,20,2500.0,2.0,1818.9633048945652,2.1715192440772992,True
90.0,4.0,2.0,4.0,2479.166325889152,1.826139943275689,281,106,0.05,0.2,1.6913452716258206,3.4620393256259945,4.999591836734721,0.4885401673824133,0.8456726358129103,False,0.0,97.77796611087876,vhpsd_90W_4s,21,2500.0,2.0,2479.166325889152,1.826139943275689,False
90.0,4.0,2.0,4.0,2694.5423422722533,2.082178608194059,281,106,0.05,0.2,1.7645971859268783,3.5391556266467354,5.341224489795948,0.4985927074359235,0.8822985929634392,False,0.09551020408163319,101.38562807379658,vhpsd_90W_4s,22,2500.0,2.0,2694.5423422722533,2.082178608194059,True
90.0,4.0,2.0,4.0,2302.1767181536907,1.9778045028734066,281,106,0.05,0.2,1.7398685201404513,3.5356456228641324,5.304489795918396,0.4920935822552912,0.8699342600702257,False,0.07346938775510245,101.13868796056227,vhpsd_90W_4s,23,2500.0,2.0,2302.1767181536907,1.9778045028734066,True
90.0,4.0,2.0,4.0,1949.5007516365824,2.2395401563622057,281,106,0.05,0.2,1.8192600927152613,3.647862772469523,5.7379591836735,0.49871944373709604,0.9096300463576307,False,0.6024489795918401,107.31608983596001,vhpsd_90W_4s,24,2500.0,2.0,1949.5007516365824,2.2395401563622057,True
90.0,4.0,2.0,4.0,2544.8168620185197,1.9469009887029893,281,106,0.05,0.2,1.7266368928391491,3.5018207859765824,5.194285714285743,0.49306832027317105,0.8633184464195746,False,0.0,99.61315613449747,vhpsd_90W_4s,25,2500.0,2.0,2544.8168620185197,1.9469009887029893,False
90.0,4.0,2.0,4.0,2388.1454015058744,1.781043947496739,281,106,0.05,0.2,1.6789091582869078,3.45537052250005,4.977551020408191,0.48588397318160065,0.8394545791434539,False,0.0,97.31211697263194,vhpsd_90W_4s,26,2500.0,2.0,2388.1454015058744,1.781043947496739,False
90.0,4.0,2.0,4.0,2574.6008750558763,1.654668994368462,281,106,0.05,0.2,1.6367911478912993,3.3979844057923723,4.705714285714311,0.4816947202880461,0.8183955739456497,False,0.0,94.3733154839418,vhpsd_90W_4s,27,2500.0,2.0,2574.6008750558763,1.654668994368462,False
